i,j,haversine
111,13,337.805921971675
111,14,1506.69243353437
111,15,1001.9923203857
111,16,1896.55837321715
111,17,1412.04039799597
111,18,1562.52494800739
111,19,1542.91946647879
111,20,1695.24616129658
111,21,2010.04478931362
111,22,1792.99111800338
111,23,588.009018199071
111,24,448.230455759286
111,25,1186.23257973569
111,26,478.694100909001
111,27,542.253943211497
111,28,2040.50332181543
111,29,1472.23352184479
111,30,1232.35892013294
112,1,1088.27617649577
112,2,1386.08107843456
112,3,1218.03999824121
112,4,1494.48630251385
112,5,449.746126332234
112,6,416.819130567645
112,7,729.504458284967
112,8,1138.18014334075
112,9,1433.15766956449
112,10,97.0953859244768
112,11,930.494632457094
112,12,1380.54800237184
112,13,1238.77946760222
112,14,655.910875493186
112,15,651.356850295079
112,16,385.057200752297
112,17,265.815286509938
112,18,367.471126730991
112,19,158.439617770796
112,20,513.752880634079
112,21,537.832300730459
112,22,378.307209680862
112,23,1076.45819375956
112,24,1070.20007531982
112,25,367.857490466683
112,26,1099.52106098421
112,27,969.781108498815
112,28,569.934677862396
112,29,289.031642079846
112,30,534.392834473089
113,1,574.714265357584
113,2,1793.22487886698
113,3,1235.29295228991
113,4,1784.28331623831
113,5,305.618161454015
113,6,712.343419511027
113,7,1197.45303689719
113,8,462.747585984399
113,9,1383.98597542409
113,10,753.334946364861
113,11,1427.13270809598
113,12,1720.60416137137
113,13,1691.26604120238
113,14,410.043527432041
113,15,879.026096629384
113,16,657.674825253719
113,17,942.754855479066
113,18,362.535176711781
113,19,817.190919193287
113,20,197.455458020195
113,21,886.538877244063
113,22,899.60709892865
113,23,1602.04475909494
113,24,1498.02605341921
113,25,762.510984180066
113,26,1578.58240233241
113,27,1378.63096320694
113,28,907.405223172456
113,29,963.726605288104
113,30,1197.28554700639
114,1,1508.50890147699
114,2,1322.92036129462
114,3,1448.8238917097
114,4,1519.71100060012
114,5,880.28597733239
114,6,706.099558553224
114,7,727.942347720304
114,8,1571.91079836825
114,9,1676.17583837503
114,10,380.66219097734
114,11,841.682659289316
114,12,1377.07965595474
114,13,1148.41265125363
114,14,1063.13759567137
114,15,878.945455209028
114,16,631.893841285826
114,17,186.674376633782
114,18,798.180421367745
114,19,294.840791851087
114,20,949.243482869364
114,21,617.701006437361
114,22,392.313895205202
114,23,926.126043001981
114,24,1029.59590359925
114,25,619.256297503772
114,26,1000.31202448376
114,27,966.69278683173
114,28,641.515296245221
114,29,146.582068432037
114,30,245.365618151572
115,1,620.397290778142
115,2,1132.23223689445
115,3,424.644667581972
115,4,1032.19301193264
115,5,603.625777656508
115,6,481.227666859676
115,7,747.002089187379
115,8,1016.05573607662
115,9,597.529535516408
115,10,853.847704887154
115,11,936.824976056956
115,12,1008.82228710943
115,13,1091.47979305182
115,14,401.986577699999
115,15,351.129825207331
115,16,1164.45108674636
115,17,1008.51600003328
115,18,634.684648451858
115,19,1009.6770866802
115,20,677.540975810981
115,21,1375.92990171587
115,22,1247.73022214062
115,23,1112.82930495307
115,24,904.525724194798
115,25,566.37500417092
115,26,1030.40325956423
115,27,791.953832404901
115,28,1406.79502295071
115,29,1071.32304061715
115,30,1099.73432889931
116,1,1772.09780515248
116,2,2367.41157551972
116,3,1596.66190118364
116,4,2054.21741092135
116,5,2305.4174170215
116,6,2292.33720723375
116,7,2420.75395547954
116,8,2151.90057247112
116,9,1378.83655791485
116,10,2663.05714950057
116,11,2512.74730459357
116,12,2178.13414518637
116,13,2464.19809752256
116,14,2058.16966079047
116,15,2121.59441808349
116,16,2906.18676313543
116,17,2819.17528077621
116,18,2368.24217591053
116,19,2816.60776771439
116,20,2323.99467298351
116,21,3135.53325302322
116,22,3041.23081412728
116,23,2634.17272667599
116,24,2365.09287317681
116,25,2375.57884408739
116,26,2504.91625301802
116,27,2312.08013731871
116,28,3163.907725274
116,29,2882.55262833479
116,30,2880.03429178438
117,1,821.017816543849
117,2,1941.95561751873
117,3,1464.47995460906
117,4,1967.18355689255
117,5,462.965844837734
117,6,846.683317433008
117,7,1312.8732852631
117,8,595.447850947418
117,9,1625.00927298089
117,10,766.887144101955
117,11,1537.57172657241
117,12,1888.89610968054
117,13,1822.90006063244
117,14,641.164614075066
117,15,1049.41929789459
117,16,509.770831138266
117,17,931.226859301864
117,18,480.356505390829
117,19,780.362168212781
117,20,367.22004627482
117,21,714.012452949824
117,22,784.981880740854
117,23,1703.20793985539
117,24,1635.0811748481
117,25,873.468396343946
117,26,1698.56767936952
117,27,1519.35925485632
117,28,728.710030072182
117,29,933.804394895317
117,30,1208.23366761109
118,1,1737.76089338865
118,2,386.538151850418
118,3,806.885771836036
118,4,119.666301985123
118,5,1622.64241846272
118,6,1257.64526144631
118,7,913.714059605833
118,8,2154.09814515621
118,9,866.234461775943
118,10,1534.67202709141
118,11,804.43976273462
118,12,256.897096962377
118,13,555.53192619594
118,14,1504.54279046443
118,15,1036.3306079861
118,16,1997.50652142988
118,17,1550.02496028276
118,18,1608.85209354433
118,19,1666.08501957025
118,20,1724.67084577711
118,21,2132.98616247499
118,22,1924.97474615231
118,23,802.813235223724
118,24,606.520499116274
118,25,1263.93228655002
118,26,678.905090342022
118,27,667.137694255418
118,28,2164.33162917067
118,29,1614.25039577814
118,30,1402.71326190119
119,1,427.812941070468
119,2,1846.0953058317
119,3,937.651968516495
119,4,1660.22257723005
119,5,1040.1466538515
119,6,1188.14923234831
119,7,1531.15013749801
119,8,807.852748386784
119,9,901.648416177979
119,10,1494.0000155921
119,11,1717.99207494346
119,12,1689.78607728589
119,13,1840.58021401491
119,14,813.20237800548
119,15,1129.10820902024
119,16,1620.20724948021
119,17,1681.514312838
119,18,1116.47636833818
119,19,1627.04693720415
119,20,1027.60463103482
119,21,1854.58640439995
119,22,1806.02289593489
119,23,1890.80203789057
119,24,1665.12217768927
119,25,1279.62359086287
119,26,1798.98626954585
119,27,1560.27621269754
119,28,1879.78988911703
119,29,1732.56647224098
119,30,1836.11278959733
120,1,1324.63975986719
120,2,2008.00023987609
120,3,1770.65389882945
120,4,2117.57617493123
120,5,781.467947321567
120,6,1002.47566873711
120,7,1351.96980119152
120,8,1130.31904745274
120,9,1966.71456786766
120,10,711.223283925313
120,11,1542.93858137832
120,12,2005.5690896511
120,13,1855.32381077817
120,14,1025.18003157466
120,15,1242.02426464993
120,16,240.019159957844
120,17,770.794080565298
120,18,737.387736141648
120,19,613.124275041178
120,20,746.388698414124
120,21,242.048437814473
120,22,435.71145602711
120,23,1674.79235832486
120,24,1692.5744489252
120,25,977.500800404774
120,26,1712.53951857922
120,27,1594.3545197403
120,28,238.586754637759
120,29,733.147605437479
120,30,1040.08425060076
121,1,340.139689642379
121,2,1956.05765735485
121,3,1240.23683726856
121,4,1886.38665269058
121,5,592.765284332844
121,6,952.433058669047
121,7,1427.03761813975
121,8,161.511233766253
121,9,1334.16627606213
121,10,1089.07888003539
121,11,1653.96832636573
121,12,1852.38599695529
121,13,1882.38016495981
121,14,530.095480847392
121,15,1050.71054014254
121,16,1024.97032463033
121,17,1284.4875478831
121,18,670.78835103378
121,19,1172.21780274115
121,20,510.83356768292
121,21,1250.52732781242
121,22,1269.06283094247
121,23,1834.86938631844
121,24,1687.20196984432
121,25,1024.11886078459
121,26,1788.69631667161
121,27,1566.82550945954
121,28,1269.76194393186
121,29,1313.05248956538
121,30,1520.38064356019
122,1,1415.64370393006
122,2,1195.07822419579
122,3,1305.28559687942
122,4,1380.24879575839
122,5,805.620645783416
122,6,581.043807923394
122,7,585.007338931977
122,8,1517.9957463146
122,9,1532.98317079213
122,10,307.949931293167
122,11,712.963864853353
122,12,1240.34754829392
122,13,1024.25241343953
122,14,965.646191589521
122,15,739.206942635812
122,16,668.725761276377
122,17,126.623327728917
122,18,725.510442691014
122,19,288.459387375058
122,20,886.233958137743
122,21,702.124337164718
122,22,474.16971930587
122,23,813.06474527882
122,24,895.307275459871
122,25,491.273945454997
122,26,876.209420816041
122,27,826.807358335101
122,28,729.355332515078
122,29,151.247360783471
122,30,158.628520104644
123,1,1266.94128214359
123,2,696.905463421182
123,3,815.303569317347
123,4,827.796481642315
123,5,847.209418308242
123,6,441.546818198824
123,7,44.7694635696196
123,8,1537.42261312684
123,9,1039.91917174907
123,10,602.175923744553
123,11,274.398521282794
123,12,699.488350541257
123,13,557.97305642285
123,14,858.07214968057
123,15,373.323883732088
123,16,1073.56231560726
123,17,606.842539833291
123,18,799.58758754493
123,19,723.869858400905
123,20,955.88298852102
123,21,1191.67767781931
123,22,980.893652363564
123,23,452.13744720975
123,24,381.022070946212
123,25,395.755832644633
123,26,430.25244912432
123,27,282.524285796064
123,28,1222.68283246338
123,29,672.355909943428
123,30,509.665727321514
124,1,904.290010605194
124,2,1675.21246231739
124,3,1321.03774483794
124,4,1735.33715258815
124,5,318.914903671357
124,6,597.059675658692
124,7,1029.39254962161
124,8,832.930284870763
124,9,1510.17427943055
124,10,450.788702650702
124,11,1247.57249300547
124,12,1641.38617200924
124,13,1543.85046894433
124,14,564.084373773218
124,15,826.056666619993
124,16,296.94683049302
124,17,614.373256042079
124,18,278.644571184398
124,19,467.309475767982
124,20,296.667455785891
124,21,531.36150197362
124,22,522.092550836685
124,23,1406.44694094245
124,24,1362.28487065566
124,25,601.187571475689
124,26,1412.77273438054
124,27,1251.28822115859
124,28,556.493260734104
124,29,620.203140520707
124,30,890.654866798992
125,1,1216.87812668706
125,2,828.859978746519
125,3,277.602044818344
125,4,553.288346694809
125,5,1287.48802307721
125,6,1028.49819583831
125,7,934.281957062824
125,8,1669.07903603827
125,9,259.330083537401
125,10,1391.67503366587
125,11,975.28965261643
125,12,641.620113717906
125,13,908.723951033797
125,14,1101.21788130849
125,15,791.551131299243
125,16,1794.16809046272
125,17,1483.10965444743
125,18,1303.03346192819
125,19,1546.85967351784
125,20,1371.03668603599
125,21,1979.44662386206
125,22,1809.13852992281
125,23,1081.14899966831
125,24,812.322328016415
125,25,1077.82343079252
125,26,949.8669623399
125,27,773.898790043596
125,28,2011.47837865711
125,29,1552.1066846474
125,30,1446.2207544756
126,1,758.635046620335
126,2,1971.34788026403
126,3,1452.7583272531
126,4,1982.11718834281
126,5,478.711230122061
126,6,877.347377226438
126,7,1352.67862657604
126,8,507.369759027545
126,9,1603.74423165692
126,10,831.424285364725
126,11,1579.71763263275
126,12,1910.25772011156
126,13,1858.45168129053
126,14,626.499898900078
126,15,1067.70736281457
126,16,598.20852753487
126,17,1002.58674278693
126,18,510.173841735679
126,19,855.668462414312
126,20,374.094346307739
126,21,803.378037531976
126,22,871.692753917011
126,23,1748.71994460053
126,24,1668.30180702767
126,25,912.227256609856
126,26,1737.92813325686
126,27,1550.95629740121
126,28,817.914241873201
126,29,1008.81164496643
126,30,1276.15041519589
127,1,671.720164077106
127,2,1824.97253298323
127,3,898.683832632168
127,4,1600.57232603266
127,5,1241.18815554558
127,6,1323.67220031095
127,7,1602.48348616232
127,8,1070.94996220274
127,9,800.183453573591
127,10,1660.5177391995
127,11,1766.36329780045
127,12,1654.47426968737
127,13,1845.46856459694
127,14,1000.47724165023
127,15,1220.5027472994
127,16,1835.37594891139
127,17,1839.01856674203
127,18,1312.15252073982
127,19,1803.02520956432
127,20,1244.01505990954
127,21,2068.6131183593
127,22,2001.15607903551
127,23,1929.43832551325
127,24,1684.78385702965
127,25,1414.42783594667
127,26,1824.69506278509
127,27,1590.88802816653
127,28,2095.2736348906
127,29,1895.14374297246
127,30,1963.8159009697
128,1,752.27729868579
128,2,1974.38362022216
128,3,1048.33116300905
128,4,1745.29461210266
128,5,1353.48837711327
128,6,1460.7634709171
128,7,1751.51995214378
128,8,1107.10583104022
128,9,940.915275382378
128,10,1788.93266366828
128,11,1917.26881655644
128,12,1802.60669858607
128,13,1996.59136510349
128,14,1118.47225660308
128,15,1366.26497867906
128,16,1940.3143787673
128,17,1970.85101005637
128,18,1427.38675382418
128,19,1928.08095147669
128,20,1347.36152208347
128,21,2174.48262365687
128,22,2117.82708051519
128,23,2080.77857935323
128,24,1836.29091490593
128,25,1551.96707437274
128,26,1976.21053517076
128,27,1742.32424835344
128,28,2200.19646454463
128,29,2025.35112599096
128,30,2104.12579909234
129,1,994.222681129382
129,2,2360.37130007
129,3,1434.29825856369
129,4,2128.63122211293
129,5,1632.85068151547
129,6,1796.95606067705
129,7,2120.25729632034
129,8,1225.75917563523
129,9,1321.93555860224
129,10,2100.09988214628
129,11,2293.7084849215
129,12,2188.27566991775
129,13,2381.31339307998
129,14,1416.42856327975
129,15,1726.0449696155
129,16,2191.62037656297
129,17,2289.26039115076
129,18,1711.89845825501
129,19,2229.42943403696
129,20,1606.5703208263
129,21,2425.10722852518
129,22,2396.15426333743
129,23,2459.97830462658
129,24,2218.84499428589
129,25,1888.47906290882
129,26,2357.94518840385
129,27,2122.67112541656
129,28,2448.1631370801
129,29,2339.11639377461
129,30,2444.77373283248
130,1,536.596089629281
130,2,1627.88706360052
130,3,1080.40443731659
130,4,1617.24383559556
130,5,158.499010749362
130,6,554.793144810271
130,7,1040.74114611432
130,8,567.574611035566
130,9,1239.15970873448
130,10,651.146386802543
130,11,1270.64753721237
130,12,1553.57273138893
130,13,1528.89893329763
130,14,255.286232431735
130,15,712.501890754116
130,16,665.595249125217
130,17,847.082694255173
130,18,233.05666540518
130,19,741.459184133119
130,20,78.3504911111565
130,21,900.009949505257
130,22,870.199936736426
130,23,1447.51419890656
130,24,1334.99149847659
130,25,612.276709554088
130,26,1419.05443543353
130,27,1215.17876392011
130,28,924.993713133767
130,29,877.953916724241
130,30,1083.43378467191
131,1,617.744689119944
131,2,1309.37448467809
131,3,807.344540998643
131,4,1298.60627634044
131,5,217.159542583326
131,6,273.123465763443
131,7,744.590264162962
131,8,836.03397232409
131,9,993.462019678649
131,10,535.218433238499
131,11,972.696049876045
131,12,1232.95484225084
131,13,1216.32431580645
131,14,168.960265985237
131,15,392.493089285541
131,16,772.526463037731
131,17,721.646216965736
131,18,238.205288686483
131,19,675.448498821315
131,20,311.308278748138
131,21,990.881778589318
131,22,885.436852712968
131,23,1152.90812290973
131,24,1021.41165272499
131,25,354.102640387348
131,26,1113.05513794371
131,27,900.978923994788
131,28,1020.95660969357
131,29,772.976516781212
131,30,896.774550601299
132,1,374.852823568572
132,2,1378.03231117171
132,3,607.652413854783
132,4,1268.69284208434
132,5,549.016800611865
132,6,603.199393369443
132,7,963.146466422062
132,8,790.702880283791
132,9,722.96586142974
132,10,931.530984010361
132,11,1166.02481506925
132,12,1252.39587752692
132,13,1335.2505308733
132,14,302.52726873477
132,15,555.048037151296
132,16,1148.47970768391
132,17,1110.49286013321
132,18,607.792933316069
132,19,1075.78069659455
132,20,586.665748013528
132,21,1375.55179527373
132,22,1284.52887393413
132,23,1344.93427670281
132,24,1146.48328712006
132,25,694.748905105181
132,26,1268.98501196498
132,27,1031.86266522836
132,28,1404.37966776398
132,29,1166.06207937475
132,30,1250.53631312358
133,1,1206.62820175854
133,2,670.949095652369
133,3,712.092469067026
133,4,763.056506958411
133,5,834.702618630156
133,6,428.841981119646
133,7,117.135115968609
133,8,1502.21159270153
133,9,936.479239815404
133,10,653.147218093238
133,11,312.915250823942
133,12,646.886235875221
133,13,553.398522319559
133,14,816.139614519034
133,15,306.34224374697
133,16,1118.85049920383
133,17,682.873900421602
133,18,795.900301294581
133,19,786.597268887101
133,20,943.724756260287
133,21,1252.14974679055
133,22,1048.35095493313
133,23,494.464743459629
133,24,362.37080526837
133,25,403.967239176638
133,26,444.158530505479
133,27,246.964695662027
133,28,1283.64733584558
133,29,750.258907301838
133,30,608.807522315329
134,1,370.448885878848
134,2,2035.47672461371
134,3,1299.82000113516
134,4,1958.02869749596
134,5,681.918882294561
134,6,1040.77176636143
134,7,1513.76392342764
134,8,100.162161871668
134,9,1382.32618536506
134,10,1177.1331956196
134,11,1740.13320499962
134,12,1928.21051695027
134,13,1965.02173511158
134,14,615.121625106231
134,15,1134.11474350807
134,16,1098.46945249686
134,17,1372.16789899555
134,18,759.576037174175
134,19,1257.85808372937
134,20,598.458044670861
134,21,1320.88849328237
134,22,1347.99097274146
134,23,1921.25031667203
134,24,1770.02903803708
134,25,1113.09929942023
134,26,1873.29079435321
134,27,1649.83505439803
134,28,1338.99433968203
134,29,1399.80182480769
134,30,1609.4681552683
135,1,1221.75939120156
135,2,1481.38634706032
135,3,1371.09535211696
135,4,1613.32382524279
135,5,579.343471263363
135,6,569.690868817934
135,7,828.901881383633
135,8,1228.03699704609
135,9,1587.91915848581
135,10,201.610910686018
135,11,1011.16459964506
135,12,1491.52056913961
135,13,1324.60069946678
135,14,800.900447952486
135,15,799.698343593857
135,16,304.266415658378
135,17,245.670770912885
135,18,499.098298652633
135,19,81.8785301926785
135,20,625.869793907889
135,21,402.169535504961
135,22,221.992932100305
135,23,1141.27893215892
135,24,1167.51593260499
135,25,512.703328548028
135,26,1180.60752388455
135,27,1075.24500079086
135,28,433.880363608959
135,29,228.024806572694
135,30,527.608849508116
136,1,1103.63040547836
136,2,875.183623485505
136,3,165.805671958516
136,4,626.573289892026
136,5,1183.72380891613
136,6,942.745014196257
136,7,896.322899103631
136,8,1555.11628538291
136,9,189.662357769542
136,10,1312.84239216312
136,11,963.70866988942
136,12,693.58653147362
136,13,934.531875453376
136,14,991.86408472396
136,15,710.218637169338
136,16,1702.74399443568
136,17,1414.95322079391
136,18,1202.54016894115
136,19,1469.62618656468
136,20,1264.79021875882
136,21,1893.4628470849
136,22,1729.75254059326
136,23,1085.31108590437
136,24,816.845893876202
136,25,997.888349473657
136,26,958.301889795767
136,27,762.394700009875
136,28,1925.38892714074
136,29,1483.74449733513
136,30,1397.25807449578
137,1,744.980018743041
137,2,1228.43625824518
137,3,302.293829377503
137,4,1016.87940231162
137,5,1001.62081483931
137,6,902.321003844389
137,7,1057.75012661448
137,8,1212.70879995101
137,9,273.707340257222
137,10,1279.57112701348
137,11,1195.28844687427
137,12,1060.17112223557
137,13,1250.92630908802
137,14,767.206516220403
137,15,726.576350136588
137,16,1583.95768163636
137,17,1426.55278036595
137,18,1045.46235498526
137,19,1436.30147172652
137,20,1056.18159786456
137,21,1800.0897476259
137,22,1675.69075066913
137,23,1349.29580854312
137,24,1096.35412901764
137,25,982.578707470789
137,26,1238.07037541023
137,27,1009.62260374519
137,28,1830.6105171125
137,29,1491.22579467486
137,30,1487.5228778957
138,1,383.914639348638
138,2,1437.43690991247
138,3,774.927257595164
138,4,1374.76535877174
138,5,337.495633586206
138,6,497.235960908886
138,7,934.861007933883
138,8,680.021952136936
138,9,919.428100111804
138,10,768.038923451735
138,11,1155.60628598881
138,12,1334.76542822024
138,13,1368.00656353773
138,14,90.9873790511851
138,15,540.271724526488
138,16,938.287839137099
138,17,957.860495500732
138,18,403.424541752764
138,19,900.934993849788
138,20,369.449233410567
138,21,1168.07567018026
138,22,1091.28382719111
138,23,1337.35035104616
138,24,1173.41937364778
138,25,584.427751070233
138,26,1280.89650901193
138,27,1053.66126240327
138,28,1196.17312040472
138,29,1007.02042414054
138,30,1133.9244239299
139,1,655.439200587855
139,2,1383.14753399544
139,3,457.553647808268
139,4,1171.78157543504
139,5,1012.812654134
139,6,975.291248027901
139,7,1182.68680264333
139,8,1125.81822298062
139,9,404.100982650104
139,10,1343.20382010032
139,11,1332.7789359728
139,12,1215.72868424697
139,13,1401.79156717896
139,14,768.057828311985
139,15,826.274756794592
139,16,1608.82283205285
139,17,1502.61650202668
139,18,1066.59370476623
139,19,1496.70740824026
139,20,1052.52883579176
139,21,1832.23144950967
139,22,1724.6579497671
139,23,1491.50466200882
139,24,1242.95771403854
139,25,1060.88346207831
139,26,1383.69750053309
139,27,1152.03292236624
139,28,1861.81843582931
139,29,1564.8250114647
139,30,1587.02690129789
140,1,597.271005894602
140,2,1155.34733718691
140,3,440.13577884548
140,4,1054.58275013113
140,5,593.306773316542
140,6,487.631859789482
140,7,765.931593219079
140,8,994.045267043075
140,9,607.269573589515
140,10,857.302862036388
140,11,957.54660563887
140,12,1031.83752110468
140,13,1114.18243090674
140,14,386.205468661886
140,15,367.338991321223
140,16,1159.58118873926
140,17,1014.89386010698
140,18,626.989395227504
140,19,1012.37745297295
140,20,664.655011098314
140,21,1372.84877888269
140,22,1248.00148136656
140,23,1133.97456173722
140,24,926.946012587624
140,25,574.113866773093
140,26,1052.37132319615
140,27,814.061627238041
140,28,1403.56411516507
140,29,1077.07445398116
140,30,1111.48566839812
141,1,1468.35378855444
141,2,1795.94275478329
141,3,1719.13813015377
141,4,1950.13254846504
141,5,845.919694436649
141,6,917.847782562117
141,7,1155.79811664611
141,8,1371.71915030298
141,9,1933.51535871807
141,10,551.697746744567
141,11,1316.33937109409
141,12,1821.89151424002
141,13,1630.22702565211
141,14,1088.7333271989
141,15,1150.29080344884
141,16,280.803559526917
141,17,523.912621267428
141,18,776.317961471703
141,19,403.9405288139
141,20,856.090778337832
141,21,108.729600523415
141,22,142.666774243219
141,23,1424.98999441915
141,24,1487.39782891075
141,25,863.661667007042
141,26,1482.97811950914
141,27,1403.82298889351
141,28,126.062997490373
141,29,467.199103420039
141,30,755.196905404542
142,1,521.429622648105
142,2,1318.9813361499
142,3,440.674681575198
142,4,1154.83393304872
142,5,791.170765045756
142,6,764.187066067648
142,7,1023.14153700904
142,8,983.290187781348
142,9,498.760436520935
142,10,1125.53385396302
142,11,1196.37399129275
142,12,1169.06766725507
142,13,1309.45778147384
142,14,548.391929312847
142,15,639.874375314262
142,16,1385.67733534107
142,17,1290.11538358047
142,18,843.476584841369
142,19,1277.50687914846
142,20,835.425669705915
142,21,1608.70503807355
142,22,1502.35182000653
142,23,1365.56537307955
142,24,1134.7403502837
142,25,852.227205225937
142,26,1269.85975556828
142,27,1031.77406164336
142,28,1638.32306253359
142,29,1350.84687121219
142,30,1391.08571074347
143,1,1896.21387101856
143,2,2802.51570050287
143,3,1961.27218287011
143,4,2502.82669753456
143,5,2498.84544925549
143,6,2564.39712039386
143,7,2769.09535101378
143,8,2192.17019766541
143,9,1763.41900635893
143,10,2914.61662521001
143,11,2889.99947363131
143,12,2613.66289055855
143,13,2880.94648044237
143,14,2259.65273811059
143,15,2427.69403164305
143,16,3088.22686251806
143,17,3087.72866687347
143,18,2570.94119208569
143,19,3059.92115354207
143,20,2495.28904633343
143,21,3322.33524896873
143,22,3260.39391712919
143,23,3027.65333703661
143,24,2761.56355002533
143,25,2653.12075166049
143,26,2904.10182116416
143,27,2694.17390686734
143,28,3348.13410624697
143,29,3146.28614077242
143,30,3188.10948504282
144,1,1141.59552363813
144,2,2724.22189907485
144,3,1804.49102789171
144,4,2519.90869990399
144,5,1768.2188479867
144,6,2016.01114941637
144,7,2401.7472928806
144,8,1191.04103450541
144,9,1726.14241475544
144,10,2265.07732688335
144,11,2596.32352327847
144,12,2562.38737514498
144,13,2723.54533313469
144,14,1592.55197160273
144,15,1994.66481621784
144,16,2260.65797558991
144,17,2461.32445636249
144,18,1850.5222180941
144,19,2374.10256679936
144,20,1714.85118632916
144,21,2485.53380651671
144,22,2499.20310056055
144,23,2771.13010836275
144,24,2548.32774703818
144,25,2104.99724399836
144,26,2681.65552899373
144,27,2442.75467122446
144,28,2504.02532407857
144,29,2501.76353649525
144,30,2655.20935188931
145,1,1533.22415978703
145,2,497.175977213557
145,3,591.826996021677
145,4,178.36736273399
145,5,1467.37821394488
145,6,1127.59668366921
145,7,856.563729450685
145,8,1960.39523692419
145,9,645.900188649812
145,10,1438.92422394061
145,11,803.059993496932
145,12,312.59380787057
145,13,626.676843600659
145,14,1328.41633341881
145,15,894.151399045581
145,16,1888.0008280939
145,17,1480.91660602081
145,18,1462.16366092728
145,19,1580.69653421302
145,20,1565.17098834416
145,21,2041.50862560253
145,22,1844.26620373535
145,23,850.056947031442
145,24,606.748773615914
145,25,1147.760137966
145,26,716.148917610364
145,27,627.559374638288
145,28,2073.37364476125
145,29,1547.97190838934
145,30,1371.07251314195
146,1,1409.23113735262
146,2,1194.17689982313
146,3,1300.27433658333
146,4,1378.02889937003
146,5,799.367666095585
146,6,574.872667373123
146,7,582.332760413309
146,8,1511.97252556589
146,9,1527.92992869168
146,10,301.955754654975
146,11,712.10908960756
146,12,1238.49833213043
146,13,1023.71716598181
146,14,959.229675127978
146,15,733.752576920079
146,16,665.530695797469
146,17,122.031293576731
146,18,719.295553542654
146,19,284.49049222947
146,20,880.130250619823
146,21,700.971670350742
146,22,473.190728738467
146,23,813.484372354581
146,24,893.803567174808
146,25,485.166483185243
146,26,875.721265084586
146,27,824.59586825337
146,28,728.352014445185
146,29,149.19807727518
146,30,162.292126621774
147,1,742.65011251826
147,2,2024.95806055627
147,3,1098.66562164481
147,4,1800.52065888747
147,5,1357.11968622413
147,6,1481.89543828347
147,7,1786.46713097308
147,8,1075.76991593839
147,9,998.254520868117
147,10,1802.45515301499
147,11,1956.68627092642
147,12,1854.84479316899
147,13,2043.35558830925
147,14,1126.4698399785
147,15,1396.62942442613
147,16,1938.34981972325
147,17,1986.80276063694
147,18,1432.61745029979
147,19,1938.94569979488
147,20,1345.80005171342
147,21,2172.74010509722
147,22,2122.75910367985
147,23,2122.12448689045
147,24,1880.46214765372
147,25,1573.34709513246
147,26,2019.608625933
147,27,1784.52504667574
147,28,2197.87576081794
147,29,2039.95307842084
147,30,2127.53030864944
148,1,904.610529167197
148,2,2448.36720674244
148,3,1528.35789754063
148,4,2244.24085111602
148,5,1543.45889679795
148,6,1765.14576311377
148,7,2136.6484618598
148,8,1036.53347620045
148,9,1452.69158362268
148,10,2032.62129813619
148,11,2327.49390775498
148,12,2286.25250863402
148,13,2449.26054664987
148,14,1352.00498682452
148,15,1731.16583465476
148,16,2066.24505548923
148,17,2227.21559145845
148,18,1625.18196309494
148,19,2149.45997580539
148,20,1500.1244095765
148,21,2296.03953308458
148,22,2291.40977403928
148,23,2501.07086568949
148,24,2275.33547620151
148,25,1855.26968337426
148,26,2409.57075172283
148,27,2170.89732962105
148,28,2316.67211859309
148,29,2271.10248234065
148,30,2409.23489574884
149,1,1402.36895328796
149,2,1370.87323287145
149,3,737.875159036121
149,4,1053.13926947603
149,5,1698.73344232485
149,6,1534.95171341927
149,7,1522.20727539476
149,8,1870.98861541398
149,9,516.310517070243
149,10,1913.84798665614
149,11,1570.10286612271
149,12,1182.4967152935
149,13,1479.71368186647
149,14,1469.783942954
149,15,1316.10953625741
149,16,2265.85592147162
149,17,2031.01215524364
149,18,1736.16746942346
149,19,2072.18531702277
149,20,1758.55537124868
149,21,2472.22235083891
149,22,2326.17008538561
149,23,1669.82901418313
149,24,1402.53404288194
149,25,1600.74058053083
149,26,1536.64278434616
149,27,1368.89209091481
149,28,2503.57299503573
149,29,2099.25046489519
149,30,2024.71908974843
150,1,1042.34514814467
150,2,1805.72222036016
150,3,924.86709115204
150,4,1531.77190812633
150,5,1548.19735239558
150,6,1546.82728351785
150,7,1727.38744072714
150,8,1463.28454579123
150,9,742.980722392265
150,10,1912.01253840505
150,11,1852.04991035407
150,12,1620.91672286585
150,13,1864.54231148178
150,14,1300.80515055512
150,15,1392.97056414407
150,16,2149.02222031075
150,17,2074.06117737045
150,18,1610.54493152085
150,19,2063.87055741008
150,20,1569.54308321967
150,21,2377.9524245317
150,22,2284.7833329318
150,23,1995.19468219263
150,24,1732.2676633106
150,25,1632.65619174221
150,26,1875.2955398377
150,27,1658.64891550496
150,28,2406.41873392465
150,29,2135.86002625556
150,30,2154.95102576297
151,1,1323.19280602417
151,2,462.763737802549
151,3,464.36771965006
151,4,331.149257086442
151,5,1177.56418682001
151,6,822.638201958678
151,7,564.491815703262
151,8,1720.87488435389
151,9,622.288064772265
151,10,1129.7583971778
151,11,560.841615743163
151,12,306.620184531868
151,13,500.223345648191
151,14,1061.04910964038
151,15,594.094592883256
151,16,1579.33350325361
