id,latitud,longitud
4858,-34.594231598672,-58.3994733066956
4859,-34.5917483561313,-58.4034067110863
4860,-34.5870171589758,-58.3973428920668
4861,-34.574479158875,-58.3958698567144
4862,-34.5750030904939,-58.3964549678752
4863,-34.5985103962049,-58.3885510080277
4864,-34.5955198313445,-58.4109234297823
4865,-34.5989084240402,-58.3941111525266
4866,-34.5904879810225,-58.3943883858917
4867,-34.5744704858573,-58.3969991542545
4868,-34.587967975999,-58.4001596769543
4869,-34.5888008240371,-58.3975894830575
4870,-34.5934210113058,-58.4109598776166
4871,-34.589498973062,-58.4019505811466
4872,-34.5885187310538,-58.395913882152
4873,-34.5912849706814,-58.3905327106254
4874,-34.576832361001,-58.3833946746812
4875,-34.5762212057799,-58.3955362154737
4876,-34.5740191750341,-58.3971866025077
4877,-34.591603738384,-58.3896711085819
4878,-34.5729416652203,-58.3922486999943
4879,-34.5753282723975,-58.3947726108346
4880,-34.5915076890723,-58.4032168908913
4881,-34.5921197438486,-58.3985967034815
4882,-34.5766801103979,-58.3863795728667
4883,-34.5946867059537,-58.4117889549651
4884,-34.5951007929805,-58.406736938727
4885,-34.5855688393575,-58.4059872896669
4886,-34.5733608780526,-58.3993645608693
4887,-34.5936368344614,-58.4088570225136
4888,-34.582073984952,-58.3903135865687
4889,-34.5954106629102,-58.39469846963
4890,-34.5974934593538,-58.4085516339735
4891,-34.587888772323,-58.407026542327
4892,-34.5872883161234,-58.4062460068618
4893,-34.5933205508581,-58.4017777664405
4894,-34.5966929558041,-58.4115656175544
4895,-34.577026091881,-58.3953038584641
4896,-34.5872039995369,-58.4063831522816
4897,-34.5858885285106,-58.4035026661545
4898,-34.5900124674881,-58.3877406859877
4899,-34.5788708338248,-58.3967463933044
4900,-34.5852603773016,-58.3965971033962
4901,-34.5884336846339,-58.4000782013487
4902,-34.5934529485865,-58.3943402907934
4903,-34.5898479413149,-58.4020399835887
4904,-34.5927132643135,-58.3905570954138
4905,-34.5924423262691,-58.3963557101287
4906,-34.5888464782966,-58.4079283203018
4907,-34.5891716828855,-58.388416687215
4908,-34.5952812933602,-58.3993063287499
4909,-34.595142228715,-58.4008552864085
4910,-34.5890885308741,-58.3984198183844
4911,-34.5902710484479,-58.3923583409958
4912,-34.5716026385853,-58.3943374550689
4913,-34.5852808828775,-58.3932146276353
4914,-34.5782650762857,-58.3902236951082
4915,-34.5821370173388,-58.3978235213527
4916,-34.5879540761,-58.396132175471
4917,-34.5850771291879,-58.400848612345
4918,-34.5872556160352,-58.3955966677798
4919,-34.5777446725623,-58.38646227251
4920,-34.5754732926805,-58.3917526001934
4921,-34.5789271406745,-58.3964340163226
4922,-34.5860591891024,-58.387850331231
4923,-34.5820823649296,-58.3933061456791
4924,-34.5874837969652,-58.3926229073907
4925,-34.5971898871557,-58.3920068887107
4926,-34.593289002422,-58.4001875561118
4927,-34.5810390313139,-58.3953180399835
4928,-34.5896387732197,-58.3973111464194
4929,-34.5728885719464,-58.3932918200466
4930,-34.5953823704484,-58.4114786937521
4931,-34.5857947793075,-58.403386802074
4932,-34.5910377997226,-58.4113645195062
4933,-34.5890317406073,-58.3927455791924
4934,-34.5732028957518,-58.3980242083848
4935,-34.5777509205161,-58.389454998669
4936,-34.5957401644725,-58.411901610892
4937,-34.5955404456798,-58.4123281183033
4938,-34.5937002625836,-58.3950757651257
4939,-34.5760969665476,-58.3871999368407
4940,-34.5868727678131,-58.3935926649538
4941,-34.5718987803399,-58.3981113491095
4942,-34.5891376192623,-58.402575763122
4943,-34.5937042761019,-58.3956857235303
4944,-34.5955239318213,-58.3918488828256
4945,-34.5934632599349,-58.4020710442503
4946,-34.5898360149904,-58.3955918941934
4947,-34.594488080894,-58.3908573384568
4948,-34.5876819151584,-58.4060208980558
4949,-34.5961962894866,-58.3897402657565
4950,-34.5931036459471,-58.4100708120053
4951,-34.589086441403,-58.3905291225121
4952,-34.5929754963754,-58.3928223610672
4953,-34.5988403740512,-58.3888303124593
4954,-34.5734687689445,-58.3958214573347
4955,-34.5754661802364,-58.3880675008533
4956,-34.5763781159993,-58.3828582764274
4957,-34.5916700091606,-58.3910116547645
4958,-34.572249533244,-58.4004880844466
4959,-34.5902368175334,-58.4032148622206
4960,-34.5937354179392,-58.3875756586855
4961,-34.5817827273156,-58.3980865307021
4962,-34.5733263465557,-58.3978874230211
4963,-34.5911448472046,-58.3963742436338
4964,-34.5819178897022,-58.3930940527409
4965,-34.5884419554286,-58.3950650268996
4966,-34.5890596746058,-58.4067563701312
4967,-34.5961668871161,-58.4002748524587
4968,-34.5849009112059,-58.3933658178506
4969,-34.583700460847,-58.3880869104237
4970,-34.5924232819092,-58.3883203749161
4971,-34.5972193308885,-58.4087655399801
4972,-34.5889464733505,-58.3921932279157
4973,-34.5983596072324,-58.4024455986365
4974,-34.5949755116948,-58.4075114985411
4975,-34.5805183702525,-58.397560661402
4976,-34.5975798385338,-58.4155242843208
4977,-34.5718351194383,-58.3828264765606
4978,-34.5920014863357,-58.3918815433101
4979,-34.5918765168303,-58.3882804830388
4980,-34.5939402248917,-58.3995947539446
4981,-34.5841468006247,-58.4044119151538
4982,-34.5720820835454,-58.3997143866272
4983,-34.5957762001291,-58.3967748675656
4984,-34.593737673565,-58.3885765429201
4985,-34.5768327683387,-58.3988314602106
4986,-34.5944261280456,-58.413859659941
4987,-34.5940852676514,-58.4002112525869
4988,-34.5972897351961,-58.3877870920056
4989,-34.5847606748435,-58.3992854682498
4990,-34.5804475317268,-58.3916715338756
4991,-34.5945014537463,-58.3957036086453
4992,-34.5782687016294,-58.3947609725097
4993,-34.5899685370676,-58.3882474806089
4994,-34.5744854717773,-58.392967832164
4995,-34.577049449231,-58.3864534489467
4996,-34.5724147631815,-58.3984145567879
4997,-34.5916535292149,-58.4036071242462
4998,-34.5939348632334,-58.4047591259383
4999,-34.5989721403955,-58.3882382765469
5000,-34.587258159428,-58.3948438712715
5001,-34.5939494628093,-58.4010309575736
5002,-34.5950071045895,-58.3908562800994
5003,-34.5959957484396,-58.4079717287197
5004,-34.5961480648942,-58.404480628353
5005,-34.5924305307842,-58.3918117441152
5006,-34.5883602931194,-58.4037091981111
5007,-34.578528313957,-58.3926366312876
5008,-34.5964113080736,-58.4110362133458
5009,-34.5839507915277,-58.4059860086151
5010,-34.5985371106355,-58.387828569463
5011,-34.5889482756414,-58.3880060716708
5012,-34.5861346814476,-58.3904230584058
5013,-34.5925720794114,-58.4120777862216
5014,-34.5936764998261,-58.407477571092
5015,-34.5776512704327,-58.3893296741064
5016,-34.5946689644389,-58.4028028865058
5017,-34.5929727241469,-58.3916666208346
5018,-34.5959479532417,-58.3904111408772
5019,-34.5835859061025,-58.4054677565179
5020,-34.580726578769,-58.395937818221
5021,-34.5891440278819,-58.3993659810797
5022,-34.5964551442102,-58.396030435388
5023,-34.58526361483,-58.407282205742
5024,-34.5871792845863,-58.4042323670725
5025,-34.5714356477132,-58.3853937411791
5026,-34.5713536923282,-58.3897022217137
5027,-34.5979924359527,-58.400940838385
5028,-34.5968615089123,-58.404964593276
5029,-34.5931743085675,-58.3986492340834
5030,-34.5926809588779,-58.3983318111485
5031,-34.5860698672356,-58.3932952859329
5032,-34.5929790417892,-58.3986967460255
5033,-34.5965701707356,-58.3916314029356
5034,-34.5947074648326,-58.3933698156713
5035,-34.5966468104571,-58.407292868266
5036,-34.5799532681755,-58.3928238409107
5037,-34.5851105218377,-58.3988600447192
5038,-34.5965298988377,-58.4131690501936
5039,-34.5905441411988,-58.3871122603344
5040,-34.5731844993511,-58.3995925002553
5041,-34.5768963535119,-58.397412735961
5042,-34.5918832869772,-58.3941777231572
5043,-34.5757879648739,-58.3879758669254
5044,-34.5722076319984,-58.3983093270298
5045,-34.5840144884683,-58.3937795430524
5046,-34.5954860438957,-58.3913026001551
5047,-34.5832290638349,-58.3940285085275
5048,-34.5718351272307,-58.3850601543914
5049,-34.5830294323285,-58.3954277631692
5050,-34.5713318815586,-58.3977135450051
5051,-34.591218392935,-58.3978256401919
5052,-34.592451289036,-58.4035953392909
5053,-34.5826843540351,-58.3918708771951
5054,-34.5977856720101,-58.3918854311521
5055,-34.5876155802347,-58.3946908919626
5056,-34.5980898362035,-58.3879277334889
5057,-34.5872308231856,-58.3870182033084
5058,-34.5861720491067,-58.4050466299544
5059,-34.587260395759,-58.4078767627307
5060,-34.5897088757746,-58.4089267808147
5061,-34.5858836643041,-58.4076135786296
5062,-34.5832698765735,-58.3914929106702
5063,-34.5769189665172,-58.3934377454129
5064,-34.5862435161172,-58.407367263071
5065,-34.5731216318963,-58.4008318022095
5066,-34.5886243616581,-58.4055886765044
5067,-34.5748191665972,-58.3885895882572
5068,-34.5871098924557,-58.3897724317896
5069,-34.5915876401315,-58.3931714569469
5070,-34.5973082505808,-58.4134961750741
5071,-34.5973507338979,-58.3976840397754
5072,-34.5991046750641,-58.4022530914433
5073,-34.5872731064467,-58.3872864231185
5074,-34.5734282928984,-58.4007964789313
5075,-34.5876453038778,-58.3875690615513
5076,-34.590478271636,-58.3948989588072
5077,-34.5955148007502,-58.3890982018243
5078,-34.5901893183401,-58.3995628236219
5079,-34.5921085283517,-58.3947890699986
5080,-34.5844680332508,-58.4028810465596
5081,-34.5988752879158,-58.3882063161276
5082,-34.5872629896337,-58.4058910961829
5083,-34.5825934101127,-58.3958807960804
5084,-34.5977070665799,-58.3930633723237
5085,-34.5923902378955,-58.4001574732892
5086,-34.5755194080438,-58.4000094243245
5087,-34.5872597122149,-58.3891099764811
5088,-34.5962906115651,-58.3910492370669
5089,-34.5888159965449,-58.3924739515472
5090,-34.5965144582438,-58.3949627630438
5091,-34.5988531199763,-58.3934377257298
5092,-34.5921842543917,-58.4100173689993
5093,-34.589772362604,-58.3956331089911
5094,-34.5928849263641,-58.4061452790549
5095,-34.5969313212023,-58.3960166178051
5096,-34.594815545391,-58.3925154539896
5097,-34.5941762976009,-58.4068720198086
5098,-34.596063030262,-58.3895953828781
5099,-34.5879957227373,-58.3853783684637
5100,-34.586080843048,-58.3934977682659
5101,-34.5755744277536,-58.4005306612736
5102,-34.5714603337237,-58.3963694907475
5103,-34.5938584524427,-58.3988767903538
5104,-34.5951421098771,-58.4108528717073
5105,-34.5937301173054,-58.3949909752579
5106,-34.592378086024,-58.3909009464411
5107,-34.5901429966178,-58.3934747757875
5108,-34.5847456841105,-58.4028164893563
5109,-34.5729329929229,-58.3922258920372
5110,-34.5872296583863,-58.3895861174389
5111,-34.5977985475538,-58.3876686252764
5112,-34.5980221421564,-58.3958172496084
5113,-34.5773022232874,-58.3976423877223
5114,-34.5843361753517,-58.4053139021591
5115,-34.5910737882463,-58.3984608069333
5116,-34.5763493205175,-58.3987897231195
5117,-34.5964033787905,-58.3967863614384
5118,-34.5818468357243,-58.3906917104959
5119,-34.5743154394499,-58.4024896417709
5120,-34.5729872718035,-58.3838613494841
5121,-34.5864749814345,-58.3937957055021
5122,-34.5713342000914,-58.3840763148152
5123,-34.5812021238279,-58.3968871394931
5124,-34.5829457609638,-58.3934140751475
5125,-34.5895525287782,-58.3989224199412
5126,-34.5965676876379,-58.4092628270942
5127,-34.5737616370258,-58.4007172008864
5128,-34.5821369068246,-58.3925535062712
5129,-34.5983687090477,-58.390461253465
5130,-34.5922501443349,-58.387926792666
5131,-34.5839315079585,-58.4049037625618
5132,-34.5781773612003,-58.3922668761203
5133,-34.5735520002885,-58.3842590804114
5134,-34.5935537992262,-58.4097293823691
5135,-34.5958676091873,-58.4002825086039
5136,-34.5873888117636,-58.394359602
5137,-34.5940029566779,-58.3943921093336
5138,-34.5762354046566,-58.3888699723277
5139,-34.5990040189674,-58.3996670361847
5140,-34.5940153356692,-58.4115444073745
5141,-34.5829511264768,-58.3940171442091
5142,-34.5879625048964,-58.3890420205597
5143,-34.5888447824874,-58.4047989666999
5144,-34.5846832038203,-58.3944855007283
5145,-34.5971649133774,-58.3978631147117
5146,-34.5856834187299,-58.3974895657506
5147,-34.5952056500375,-58.3890184408826
5148,-34.5811347448345,-58.3911960921477
5149,-34.5853003430727,-58.4053506012614
5150,-34.5959552595341,-58.4043197392489
5151,-34.5927515679091,-58.3968426022575
5152,-34.5834649079027,-58.395642642107
5153,-34.5852017279687,-58.3964766723847
5154,-34.5806806194111,-58.3929581959028
5155,-34.5971501043475,-58.4089054049378
5156,-34.5968965184876,-58.40822692369
5157,-34.5908593400354,-58.3905088306007
5158,-34.5911089271282,-58.3887535438464
5159,-34.5752962825081,-58.3882637797283
5160,-34.594520913958,-58.3952615841812
5161,-34.5875444381653,-58.4030548159666
5162,-34.5854114832282,-58.4016567994361
5163,-34.5918044044936,-58.3916651869226
5164,-34.5889702471564,-58.3892318162741
5165,-34.5869550004635,-58.4067629596991
5166,-34.5982466081355,-58.3893633525468
5167,-34.5850121475737,-58.4017127651292
5168,-34.5757267991431,-58.392215597817
5169,-34.5896653429633,-58.3946470125229
5170,-34.5960115468718,-58.4001320277737
5171,-34.5959983424086,-58.3877232133391
5172,-34.5934508295506,-58.4057392141248
5173,-34.5940562182355,-58.3882025083591
5174,-34.5848287149536,-58.3903901819439
5175,-34.5980847686348,-58.3939290834363
5176,-34.5837108412647,-58.3903935349549
5177,-34.5891653851701,-58.3964791177547
5178,-34.5940744399482,-58.4006164871366
5179,-34.5970589547449,-58.4126074000371
5180,-34.5777080533977,-58.392609559482
5181,-34.579782636926,-58.3910231087864
5182,-34.5909872741317,-58.3933538115037
5183,-34.5971358256562,-58.4048213772957
5184,-34.5978605117783,-58.4099614978655
5185,-34.5888698879486,-58.4010121828684
5186,-34.5736517829261,-58.4008120929333
5187,-34.5790208413971,-58.3912540080916
5188,-34.597118313509,-58.3931765587519
5189,-34.5868275606789,-58.3858358349814
5190,-34.5750397252913,-58.4002113232505
5191,-34.5902682585232,-58.4107247141156
5192,-34.577836131744,-58.3899058214251
5193,-34.5814457361391,-58.3929233380876
5194,-34.5945402364711,-58.4059111120818
5195,-34.5991682590267,-58.4015976757305
5196,-34.5963233995413,-58.3946815598394
5197,-34.5956829155972,-58.4039669069235
5198,-34.5979561107895,-58.4060347964702
5199,-34.5911621563851,-58.4098490660265
5200,-34.5917531004345,-58.4004500845551
5201,-34.5871933564913,-58.4080366858915
5202,-34.5780183520337,-58.3893305182702
5203,-34.5873279502278,-58.3920656110872
5204,-34.5843202997145,-58.3949927674548
5205,-34.5770289883918,-58.3956512481468
5206,-34.5763468592122,-58.3944593322701
5207,-34.5883849416535,-58.4002045984865
5208,-34.587631108382,-58.4023263414305
5209,-34.5916298191329,-58.3995784522961
5210,-34.5910038141971,-58.4058195224543
5211,-34.5777026156699,-58.3948821139454
5212,-34.5953580219857,-58.3973022824492
5213,-34.5892610246313,-58.3941649188987
5214,-34.5980197544076,-58.3986510247618
5215,-34.5784679071667,-58.3921385650436
5216,-34.5819447793138,-58.3967502303284
5217,-34.5838833269376,-58.3898577520861
5218,-34.5906236898567,-58.4013192508342
5219,-34.5959701459725,-58.3954548095193
5220,-34.59015118899,-58.4100712676858
5221,-34.5953898938645,-58.3993819826019
5222,-34.5885830771142,-58.39682652649
5223,-34.5766271392419,-58.395533561148
5224,-34.597071613154,-58.387507313979
5225,-34.5945669246521,-58.4116967241803
5226,-34.5790954579018,-58.394648470821
5227,-34.5885063301384,-58.4062605885403
5228,-34.5719994032952,-58.3958580401219
5229,-34.5876107354205,-58.4009692982836
5230,-34.5971149929898,-58.396106420692
5231,-34.5733468124266,-58.3906172907096
5232,-34.5844322845933,-58.4064616181589
5233,-34.5970060288119,-58.3967471194621
5234,-34.5886365713991,-58.4008077790919
5235,-34.5883347758649,-58.3969447412345
5236,-34.5906490985392,-58.4083796387058
5237,-34.5768282532199,-58.3868194302317
5238,-34.5942393545056,-58.4100860348601
5239,-34.5871390050906,-58.3968601726115
5240,-34.5909704056512,-58.4014127332133
5241,-34.5868174700921,-58.4037572072557
5242,-34.5804962616606,-58.3937185100803
5243,-34.5843901527874,-58.3958124044686
5244,-34.5901094772028,-58.4044908110541
5245,-34.598383034067,-58.3966287262233
5246,-34.5957629259541,-58.3919180605844
5247,-34.5932822317317,-58.4102652335684
5248,-34.5923796920153,-58.3947088584118
5249,-34.5856305290562,-58.3952131060868
5250,-34.5906738925107,-58.40333410374
5251,-34.593360083602,-58.401406917399
5252,-34.5901728102612,-58.4069298691027
5253,-34.584410013998,-58.4060204927083
5254,-34.5974238282112,-58.4152223808188
5255,-34.5942053531934,-58.3875958349842
5256,-34.5929947151678,-58.4122516434867
5257,-34.5756118758913,-58.3921665122107
5258,-34.5776039508549,-58.3913615487816
5259,-34.5724384030925,-58.3985357626812
5260,-34.5952627922162,-58.4052261511128
5261,-34.574210321381,-58.3943828889422
5262,-34.5819371238455,-58.397318397489
5263,-34.5780829569059,-58.3906623580515
5264,-34.5976098497192,-58.3927676526788
5265,-34.5822667490797,-58.3896596000083
5266,-34.5807327704886,-58.3961879104061
5267,-34.575343778322,-58.4010459528581
5268,-34.5853636975683,-58.3926351167211
5269,-34.5743624773462,-58.3890800841195
5270,-34.5814983261276,-58.3984758487901
5271,-34.5797539856332,-58.3935464936115
5272,-34.5965950677986,-58.4138879563374
5273,-34.5853727352304,-58.3974633456472
5274,-34.5768528617043,-58.3949124935743
5275,-34.5850271331395,-58.3907833972527
5276,-34.5724271576561,-58.3832300495696
5277,-34.577195111061,-58.3850343636148
5278,-34.5848217199863,-58.4054529962437
5279,-34.5740570075734,-58.3990185185365
5280,-34.5912510143058,-58.3976580511229
5281,-34.5907573415845,-58.3939235281323
5282,-34.5934656655536,-58.4056465929722
5283,-34.5941070067318,-58.397813232554
5284,-34.5860129949188,-58.3932355763813
5285,-34.5962644638826,-58.4014245129822
5286,-34.5898071995554,-58.3989829653424
5287,-34.5872159015268,-58.4062108125018
5288,-34.5857386808564,-58.393016698295
5289,-34.589044145201,-58.4094716596424
5290,-34.5972439277391,-58.394622388803
5291,-34.5858672296786,-58.406888784726
5292,-34.5959216809512,-58.3950261094765
5293,-34.5972770057565,-58.4114373564695
5294,-34.5737368651548,-58.3911778864656
5295,-34.5900836398584,-58.3907030222769
5296,-34.5950623435683,-58.3898153971269
5297,-34.5875341838653,-58.3967085833881
5298,-34.5750625666164,-58.3990550698308
5299,-34.588086487251,-58.3938933728065
5300,-34.5926832368572,-58.4059210330085
5301,-34.5720481254431,-58.3845744701137
5302,-34.5928022651009,-58.408630203353
5303,-34.5777806828852,-58.394334977221
5304,-34.5860406689443,-58.4000069434586
5305,-34.583281974997,-58.398843722361
5306,-34.5809401140094,-58.3960943204084
5307,-34.5951165413547,-58.3903278505443
5308,-34.5896127145912,-58.4103885786809
5309,-34.5864865015735,-58.3960921453878
5310,-34.592277913182,-58.4015307657542
5311,-34.5989853657985,-58.3928590600746
5312,-34.5886153223121,-58.3935635254709
5313,-34.5848870090245,-58.3950056064111
5314,-34.5980268832004,-58.4085983764109
5315,-34.5896960494678,-58.3944838001883
5316,-34.5890655874562,-58.3971563736958
5317,-34.5731867755684,-58.3864696680321
5318,-34.5956857420333,-58.3983552964806
5319,-34.595973732853,-58.4123726333513
5320,-34.5896808490011,-58.3946747075407
5321,-34.5913427979366,-58.4050626103482
5322,-34.5878698839574,-58.4013840522196
5323,-34.5954421201472,-58.4096557654023
5324,-34.5986245684,-58.3935795803226
5325,-34.5727069944289,-58.3918189712363
5326,-34.5907365078465,-58.3998704875111
5327,-34.5886734749223,-58.4020895528206
5328,-34.5899215221898,-58.4091914538332
5329,-34.5980958967015,-58.3951424123149
5330,-34.5954469710353,-58.4118990341173
5331,-34.5940172042985,-58.3902397661039
5332,-34.5929624607213,-58.3877777648426
5333,-34.5918257398587,-58.395646602784
5334,-34.5785758495909,-58.3922544162228
5335,-34.5920421739198,-58.3917391403869
5336,-34.5976385639033,-58.3971143274758
5337,-34.5899582199074,-58.4018133849082
5338,-34.5871509016426,-58.3901722446021
5339,-34.5921815631939,-58.4074754427015
5340,-34.5761878733167,-58.3950073398629
5341,-34.5942049193604,-58.3893265565812
5342,-34.5729817583208,-58.392961216393
5343,-34.5760757676509,-58.3970607627808
5344,-34.5879001783782,-58.4025490324692
5345,-34.584270863587,-58.4043250296105
5346,-34.597229238869,-58.3889076233203
5347,-34.5787537007854,-58.3949805099723
5348,-34.5900301811137,-58.3976599762926
5349,-34.595409538127,-58.396670722821
5350,-34.5848974695838,-58.403829036968
5351,-34.5937030059942,-58.3923170471889
5352,-34.5962792110006,-58.4038238968527
5353,-34.598870648326,-58.390457068158
5354,-34.5971792510153,-58.3892422249142
5355,-34.5962410604491,-58.4043301446212
5356,-34.5907110126598,-58.3931636336134
5357,-34.5889301094329,-58.3971498166247
5358,-34.58610638489,-58.4018847037684
5359,-34.5812805976418,-58.3943740867413
5360,-34.5926604222819,-58.4095602210463
5361,-34.5847710449905,-58.3860001434388
5362,-34.5714644826244,-58.3874235478724
5363,-34.5895315156654,-58.3910025534318
5364,-34.5912077951736,-58.4045322361994
5365,-34.5894719159842,-58.3953916108852
5366,-34.5966326264578,-58.3892575799064
5367,-34.5834389046475,-58.3935028888436
5368,-34.5876538208234,-58.3969097795066
5369,-34.5958024124376,-58.3890936049874
5370,-34.5880265359717,-58.3960538612138
5371,-34.5936359538126,-58.403687643998
5372,-34.5915570281781,-58.4010692207102
5373,-34.5863900992762,-58.3849930089159
5374,-34.5963787890618,-58.3948633815545
5375,-34.5960396760427,-58.3873467786227
5376,-34.5840969485229,-58.3889828740923
5377,-34.572379096078,-58.3996659049452
5378,-34.5816736311129,-58.3957857421764
5379,-34.586966844877,-58.3917906784797
5380,-34.5893772165614,-58.3881189863402
5381,-34.5880928381074,-58.3897389146759
5382,-34.5932527313086,-58.3898845239441
5383,-34.5728915890618,-58.394530508989
5384,-34.5945704639659,-58.3956414410979
5385,-34.5870131449993,-58.3957421799931
5386,-34.5826576643496,-58.3947911765313
5387,-34.5878974842172,-58.4070896489757
5388,-34.5935303102153,-58.4114716065941
5389,-34.5970832296909,-58.4142249326287
5390,-34.5864492207123,-58.4006889177663
5391,-34.5975510539362,-58.4084770854997
5392,-34.5946876467454,-58.3967311152569
5393,-34.5735597529578,-58.3998701132244
5394,-34.5936997112389,-58.3983573327755
5395,-34.5735984160016,-58.3948008787285
5396,-34.5979189541505,-58.3932652499133
5397,-34.5830605359663,-58.3959432699569
5398,-34.5880486738222,-58.4044134274812
5399,-34.5909383687,-58.3971511581233
5400,-34.5874737689238,-58.3896285495407
5401,-34.5940504733165,-58.4107104638117
5402,-34.5841752658844,-58.4011382505546
5403,-34.5934190703378,-58.4127990805447
5404,-34.5769243017362,-58.3905050125776
5405,-34.5950915093978,-58.394391899802
5406,-34.5991960899447,-58.3903756567795
5407,-34.5926795077962,-58.3970943586827
5408,-34.5893611279987,-58.409163798625
5409,-34.591901058411,-58.3952731600052
5410,-34.5972867632786,-58.391090352542
5411,-34.5850554572478,-58.3919914950857
5412,-34.594825545306,-58.4067650463478
5413,-34.5838906315792,-58.3962781741154
5414,-34.5925947238996,-58.3903840176266
5415,-34.5910955319236,-58.3951230970724
5416,-34.5890753936623,-58.4090994042746
5417,-34.5879157020101,-58.3927272210371
5418,-34.5973831951986,-58.3964086207451
5419,-34.5825579066074,-58.3893807600863
5420,-34.5973720774783,-58.3923995014243
5421,-34.5839142031269,-58.3923858169008
5422,-34.5732389359969,-58.3952840519793
5423,-34.5972539206395,-58.4027657229738
5424,-34.5973896339669,-58.3893278971792
5425,-34.5902045827318,-58.3922015116439
5426,-34.5901275594855,-58.3899586107328
5427,-34.5927625360741,-58.4112687737272
5428,-34.5816963916436,-58.3913372726572
5429,-34.5965543446938,-58.3936249864687
5430,-34.5846848140058,-58.3925656794145
5431,-34.5860132796734,-58.3900025077986
5432,-34.5831426358014,-58.3964027778089
5433,-34.5726745868674,-58.3918113502803
5434,-34.5965656715098,-58.3913375558041
5435,-34.594863693622,-58.4134806371666
5436,-34.5717380064555,-58.3998176608716
5437,-34.5985078873282,-58.4003780715891
5438,-34.5871111970333,-58.3990944507955
5439,-34.5895396323592,-58.4046915744226
5440,-34.5884534533951,-58.385715124577
5441,-34.5857492173605,-58.3906440394532
5442,-34.5852939514407,-58.3899667614095
5443,-34.5955538561189,-58.4038150170848
5444,-34.57684603208,-58.3940665689936
5445,-34.5985697137403,-58.3869641881827
5446,-34.5926748829102,-58.4016758526045
5447,-34.5982321336817,-58.3890734849035
5448,-34.5942497948583,-58.4029317848105
5449,-34.5971623943103,-58.3951525659425
5450,-34.5948040540585,-58.3889738364067
5451,-34.59880017059,-58.3967097761146
5452,-34.576315216551,-58.3904189413058
5453,-34.5928457927,-58.3941790193495
5454,-34.5723721854349,-58.395995743844
5455,-34.5966147720256,-58.3920739160236
5456,-34.5744544505501,-58.4012893805424
5457,-34.5748979492584,-58.3917373344988
5458,-34.5897274614464,-58.4082216621183
5459,-34.5983039848489,-58.3933320866628
5460,-34.5959829296848,-58.4059040487542
5461,-34.5967381694678,-58.3924749673935
5462,-34.5712845801267,-58.3955061290907
5463,-34.5947424689373,-58.4129086749375
5464,-34.5793631909393,-58.3968244410215
5465,-34.5865683264906,-58.3993404432519
5466,-34.5748180108026,-58.391145504895
5467,-34.5978844004251,-58.3941813604072
5468,-34.5919504443911,-58.4093040745286
5469,-34.5783568081353,-58.3935118981902
5470,-34.5830671037774,-58.3906407358419
5471,-34.5856628074109,-58.3874421297374
5472,-34.5770112694993,-58.3968171636671
5473,-34.59769446891,-58.4005593434459
5474,-34.5971644675925,-58.4021158424797
5475,-34.5930804842361,-58.4001506960762
5476,-34.5942629172113,-58.3947513774847
5477,-34.5840314814706,-58.392861614325
5478,-34.5800717408235,-58.3962790103971
5479,-34.5865577206166,-58.393394803251
5480,-34.5978502782948,-58.40998981186
5481,-34.5950631215522,-58.4060913076266
5482,-34.5793890839117,-58.3947367403497
5483,-34.5978187738548,-58.4010161305815
5484,-34.574760039877,-58.3909432083688
5485,-34.5834724442097,-58.4026719663476
5486,-34.5910541172964,-58.397908219209
5487,-34.5877368315709,-58.3966470099216
5488,-34.58447127377,-58.406555295294
5489,-34.5757850322066,-58.3967692279093
5490,-34.5835273865019,-58.3959378966305
5491,-34.5943004273082,-58.3999575968152
5492,-34.5969684666058,-58.3929205047269
5493,-34.5890266922788,-58.3996319723221
5494,-34.597019252076,-58.3924582647341
5495,-34.5770044854549,-58.3840444795361
5496,-34.5825278322882,-58.3955106426156
5497,-34.5732734859373,-58.3961665324096
5498,-34.58963092573,-58.3881191960052
5499,-34.5825230550215,-58.3952006813643
5500,-34.5988365528778,-58.3905574697415
5501,-34.5745681449219,-58.3916020651267
5502,-34.5905002470137,-58.4098730596703
5503,-34.5821055670185,-58.3957313008633
5504,-34.5893718503254,-58.3861463924151
5505,-34.5727686414662,-58.3970805992001
5506,-34.5945057111685,-58.4052253327077
5507,-34.5952972606252,-58.3893182060201
5508,-34.5899421986434,-58.389698232959
5509,-34.5942755828164,-58.3910634651064
5510,-34.5951251051554,-58.3905067192876
5511,-34.5960409468478,-58.4048536597992
5512,-34.5833890038846,-58.3974531581957
5513,-34.5839797757133,-58.3872726894746
5514,-34.5779586544124,-58.3835898290925
5515,-34.5759127696821,-58.3963286493757
5516,-34.5981239694165,-58.3991996631729
5517,-34.5948700226763,-58.4121358511265
5518,-34.5779517326112,-58.3903585718997
5519,-34.5906507359084,-58.3988471068683
5520,-34.5823890462627,-58.3895567061682
5521,-34.5974076758094,-58.4017023235304
5522,-34.5902106888091,-58.3944013184301
5523,-34.5784734030481,-58.392557526934
5524,-34.5934713205448,-58.4064359982432
5525,-34.5767584510291,-58.3939569632903
5526,-34.5724504533704,-58.3951443024357
5527,-34.5927814792973,-58.3972511841741
5528,-34.5919416972115,-58.3989288516958
5529,-34.5981918875754,-58.3976169054243
